text,sentiment
and then there was the moment things got really weird gopdebate httptcofco3kzpvqe,Negative
realdonaldtrump shares post calling megyn kelly a bimbo following republican debate  mrctv httptcozaii5aqsii  gopdebate,Negative
  seanhannity tedcruz i think the real divide is whether were going to have republicans that actually do what we said we would do,Negative
rather than factcheck the gopdebate   much easier just to tell us if they got anything right uniteblueca  httpstcoze7eywpbmp,Negative
i feel like they are just throwing carson scraps ask him real questions find out what his policies are gopdebate,Negative
"nro  jed  rubio 
no thanks 

alexconant marcorubio gopdebate",Negative
  iamgmjohnson i listen to the american people as long as they are not immigrants blacks latinos lgbtq and women gopdebate kkko,Negative
  danscavino foxnews sandiego  realdonaldtrump clearly won the gopdebate cc megynkelly bretbaier httptcowvr3qhamrh,Positive
  maureenjohnson i guess the lesson is if you watch the gopdebate be prepared to pay the price,Negative
at the second break newsweeks gopdebate bingo has just six empty spaces left httptco8kidhdjrvi,Negative
overall im disappointed by the gopdebate trump was ente aining carson killed it but spoke the least im not impressed with most answers,Negative
  62valdovinos potus just watched the gopdebate  he got a good laugh uniteblue libcrib tyt tcot topprog p2 tntweeters httpt,Negative
  lizzwinstead we should be able to call women pigs and whores more we have to take america back gopdebate,Negative
  gabby_hoffman best tedcruz line re gopdebate i will fight to defend libe y because my family knows what its like to lose it htt,Positive
  deborahpeasley multiple shots of scott walker nodding behind ben carson was one of the best pa s of gopdebate the real strength of ,Positive
megynkelly i thought you did a fabulous job at the gopdebate debate  and im a democrat,Positive
  billycorben fo unately the straight outta compton commercial spent more time on the civil rights issue of our time than the gopd,Negative
"  tombx7m cruz had a great night
hannity gopdebate",Positive
"trump has 5 companies that went bankrupt and he wants to fix the us debt 
gopdebate",Negative
fox news doesnt work for the republican pa y the republican pa y works for fox news david frum gopdebate,Negative
  ogoper this nyer will work hard to replace senschumer chuck schumer to vote against iran nuclear deal httptco264dwh6bbi irandea,Negative
  gillistrill my mom amp i submitted this question for the gopdebate and sadly we got no answer  httpstcos7iyysmdfv,Negative
candidates went after hillaryclinton 32 times in the gopdebatebut remained silent about the issues that affect us httptcogwyirupoyo,Negative
  laprofe63 wishfulthinking gopdebate showed quite plainly how not prepared any of those men 1 woman are 2 lead nation httpst,Negative
  sarahkendzior cant believe people are writing real a icles about who won gopdebate we all lost gopdebate,Negative
  johnggalt fox news keeps hammering according to plan how great carly fiorina was last nightbut i dont remember a word she said g,Negative
"wouldnt this be refreshing
tedcruz realbencarson gopdebate  thinkbeforeyouvote stand willneverlie  httpstcovgz4knfxk7",Positive
"  danscavino megynkelly
some results on how candidates did at gopdebate makeamericagreatagain trump2016 kellyfailed httptco",Positive
  katiepavlich the military is not a social experiment their job is to kill people and break things huckabee gopdebate,Negative
relevant song of the day  the boxersimon garfunkle ie candidates  debate httptco0uxvhae4ux gopdebate politics  wtcpolitics1,Negative
  extremeliberal is god going to be like the copresident or something gopdebate,Negative
winners losers amp realdonaldtrump heres my roundup of gopdebategthttptcornunbpawgp httptcosfqiwda61g,Positive
"gopdebate
megyn kellya
rubioa
fiorinaa
christiea
bushb
perryb
kasichb
walkerb
cruzc
carsonc
jindalc
pauld
trumpf
rest",Positive
jonahnro jimgeraghty when u look at gopdebate ask given 12 the time in 1on1 debate who would b most impressive tedcruz by far,Positive
i guess the lesson is if you watch the gopdebate be prepared to pay the price,Negative
  emmaladyrose heres why it was so frustrating to watch the gopdebate as a woman httptcoxxch8pxagf,Negative
  zwigzag can we ask scott walker why hes disenfranchising hundreds of thousands of people with voter id laws gopdebate debatewithbe,Negative
  theavgblackman in gop land the year is about 1955 gopdebate,Negative
  ethanellis32 from 20012009 donald trump was a democrat we can only assume he was confused and thought democrats still suppo ed slav,Negative
biggest issue in last nights gopdebate  lack of leadership check out my comments here httptcoypqzm8y218 httptcoprny71shyc,Negative
llama2016 running away from the other gop candidates after the gopdebate httptcotintr7p9po,Negative
"  freedomjames7 trump is a rino
gopdebate httptcoew7bpoqd5b",Negative
  gloriamalone watching the gopdebate you should check out kkkorgop and httptco9agqnl83s9 httptcondyqvlp8dy,Negative
  rachael_firefly blacklivesmatter received only 30 seconds at the gopdebate  that speaks volumes,Negative
  jennpozner gopdebate q would you really let a mother die rather than have an abo ion scott walker straightfaced im prolife,Negative
  4billlewis socialmedia and the foxnews gopdebate are the future jebbush marcorubio scottwalker realbencarson johnkasich chri,Positive
"bingo gopdebate kochbrothers 
puppets wined and dined last weekendas planned shameful 
makeamericagreatagain  httpstco1s2ultnxoe",Negative
  maureenjohnson lets imagine obama ate a baby its not a question lets just imagine it gopdebate,Negative
"trumpcarson ticket would win in a landslide
realdonaldtrump seanhannity anncoulter republican potus trump2016 gopdebate trump",Positive
"trump is a rino
gopdebate httptcoew7bpoqd5b",Negative
mr_landshark saint genesius of rome patron saint of comedians gopdebate httptco0upbqmymts,Negative
  tylercreighton weird the gop candidates didnt want to talk about the billionaires funding their campaigns httptcoc4vdthr3sd g,Negative
"rubio is off the radar  

gopdebate nro alexconant marcorubio",Negative
regardless of who won the gopdebate it was clear that womens rights lost standwithpp prochoice  httpstcomcems58r9i,Negative
reminder marco rubio abandoned immigrationreform so he could run for president httptcoriqrabv3al gopdebate httptcoicxwvljky8,Negative
  chucknellis 2 names should be trending after gopdebate carlyfiorina amp tedcruz the winners of round 1,Positive
the winner of last nights debate was hillaryclinton and the loser was all women if any of those men end up in the oval office gopdebate,Negative
  shanepaulneil why are they handing hillary the dem nod earnthisdamnvoteorlose  gopdebate,Negative
hey foxnews why wasnt deflategate a bigger talking point last night makes me think the whole debate was a sham gopdebate hailsatan,Negative
gopdebate w realdonaldtrump delivered the highest ratings in the history of presidential debates trump2016 httptcosy3wnqwhtb,Positive
heres why it was so frustrating to watch the gopdebate as a woman httptcogd6rvbhz4p via huffpostwomen,Negative
  jeremylheath im is she saying she is regretting having the baby thats kind of how this reads gopdebate tcot prolife  https,Negative
  lsarsour its islam not izlam muslims not mozlems when will we get it right gopdebate,Negative
  alicewhunt if it dont free us it enslaves us dr brittney cooper gopdebate professorcrunk cts_chicago onenabi drvalerieb,Negative
carolcnn stop stoking dishonesty  megynkelly head has gotten so big due to her quick rise at foxnews and shes a drama queen gopdebate,Negative
"  zzcrane i beg you donald trump suppo ers to reconsider he is easily influenced politically amp monetarily  
gopdebate tlot tcot w",Negative
foxs todd starnes bashes megynkelly are you freaking kidding me httptcoqw7xw0awxo video  gopdebate httptcoxd19f7jmsi,Negative
  ironghazi finally someone talking about the real issues gopdebate httptcottcdktnmut,Negative
  keithboykin i wish republicans would stop saying the military is too small we spend more on defense than every other nation on the pl,Negative
  colmorrisdavis gopdebate recap men who said hell no i wont go when they had military service chance saberrattle wthe blood of ,Negative
"  michellehux gopdebate mod would you really let a mother die rather than get an abo ion

scott walker yes amp i defunded planned par",Negative
megyn kellys snarky hot chick routine works on her show but had no place at the gopdebate she came off amateurish,Negative
  jeetendrsehdev political debates teach marketers how not to message to audiences today be direct dont deflect gopdebate orlandodi,Negative
  jennpozner insomniactivist 352am fine i give up turning on dvr watching gopdebate trumps rosie crack does he think hes sti,Negative
"  netretired gopdebate debatequestionswewanttohear 
speakerboehner has no economic bills amp continues 2 waste taxpayer  why http",Negative
  victorianoir89 all of the jokes aside the gopdebate moderators gave weak questions and candidates gave weak answers good luck again,Negative
